NAME	BD_NAME	BD	DD_NAME	DD
Alexander_White_(Alabama_politician)	Amy Klobuchar	1960-05-25	Alvin Peterson Hovey	November 23	 1891
Alexander_White_(Virginia_politician)	Ancher Nelsen	1904-10-11	Alvin Saunders	November 1	 1899
Alexander_Wiley	Ander Crenshaw	1944-09-01	Amasa Cobb	July 5	 1905
Alexander_Wilson_(Virginia_politician)	Andre Carson	1974-10-16	Amasa Dana	December 24	 1867
Alexander_Wilson_Taylor	Andrea Seastrand	1941-08-05	Amasa J. Parker	May 13	 1890
Alexandria_Ocasio-Cortez	Andrew Beaumont	1790-01-24	Amasa Learned	May 4	 1825
Alfonse_M._D'Amato	Andrew Biemiller	1906-07-23	Amasa Norcross	April 2	 1898
Alfred_A._Burnham	Andrew Boone	1831-04-04	Amasa Walker	October 29	 1875
Alfred_A._Taylor	Andrew Buchanan (American politician)	1780-04-08	Ambrose Burnside	September 13	 1881
Alfred_B._Greenwood	Andrew Butler	1796-11-18	Ambrose E. B. Stephens	February 12	 1927
Alfred_B._Kittredge	Andrew DeWitt Bruyn	1790-11-18	Ambrose H. Sevier	December 31	 1848
Alfred_Babcock	Andrew Edmiston Jr.	1892-11-13	Ambrose Jerome Kennedy	August 29	 1950
Alfred_Briggs_Irion	Andrew Ewing	1813-06-17	Ambrose Kennedy	March 10	 1967
Alfred_Buckwalter_Garner	Andrew Gregg	1755-06-10	Ambrose Ranney	March 5	 1899
Alfred_C._Chapin	Andrew Gregg Curtin	1815-04-22	Ambrose S. Murray	November 9	 1885
Alfred_C._Harmer	Andrew H. Ward	1815-01-03	Ambrose Spencer	March 13	 1848
Alfred_Conkling	Andrew Humphreys	1821-03-30	Ambrose W. Clark	October 13	 1887
Alfred_Cuthbert	Andrew J. Hinshaw	1923-08-04	Americus V. Rice	April 4	 1904
Alfred_Dennis_Sieminski	Andrew J. Houston	1854-06-21	Amo Houghton	March 4	 2020
Alfred_Dockery	Andrew J. Hunter	1831-12-17	Amos Clark Jr.	October 31	 1912
Alfred_E._Reames	Andrew J. Kuykendall	1815-03-03	Amos E. Wood	November 19	 1850
Alfred_E._Santangelo	Andrew J. May	1875-06-24	Amos Gustine	March 3	 1844
Alfred_Eliab_Buck	Andrew J. Thayer	1818-11-27	Amos H. Jackson	August 30	 1924
Alfred_Ely	Andrew Jackson	1767-03-15	Amos H. Radcliffe	December 29	 1950
Alfred_F._Beiter	Andrew Jackson Barchfeld	1863-05-18	Amos J. Cummings	May 2	 1902
Alfred_G._Allen	Andrew Jackson Hamilton	1815-01-28	Amos L. Allen	February 20	 1911
Alfred_Gilmore	Andrew Jacobs (lawyer)	1906-02-22	Amos Lane	September 2	 1849
Alfred_H._Colquitt	Andrew Jacobs Jr.	1932-02-24	Amos Nourse	April 7	 1877
Alfred_H._Powell	Andrew Johnson	1808-12-29	Amos P. Granger	August 20	 1866
Alfred_Iverson_Sr.	Andrew K. Hay	1809-01-19	Amos R. Webber	February 25	 1948
Alfred_J._Elliott	Andrew Lawrence Somers	1895-03-21	Amos Slaymaker	June 12	 1837
Alfred_L._Bulwinkle	Andrew Maguire	1939-03-11	Amos Townsend	March 17	 1895
Alfred_Lucking	Andrew Petersen	1870-03-10	Amos Tuck	December 11	 1879
Alfred_M._Waldron	Andrew Pickens (congressman)	1739-09-13	Ancher Nelsen	November 30	 1992
Alfred_Marshall_(politician)	Andrew Price (politician)	1854-04-02	Andrew Beaumont	September 30	 1853
Alfred_Metcalf_Jackson	Andrew R. Brodbeck	1860-04-11	Andrew Biemiller	April 3	 1982
Alfred_Milnes	Andrew R. Govan	1794-01-13	Andrew Boden	December 20	 1835
Alfred_Moore_Gatlin	Andrew Stevenson	1784-01-21	Andrew Boone	January 26	 1886
Alfred_Moore_Scales	Andrew Stuart (Ohio)	1823-08-03	Andrew Buchanan (American politician)	December 2	 1848
Alfred_Moore_Waddell	Andrew T. Judson	1784-11-29	Andrew Butler	May 25	 1857
Alfred_Morrison_Lay	Andrew Tracy	1797-12-15	Andrew DeWitt Bruyn	July 27	 1838
Alfred_N._Phillips	Andrew W. Loomis	1797-06-27	Andrew Edmiston Jr.	August 28	 1966
Alfred_O._P._Nicholson	Andrew Young	1932-03-12	Andrew Ellison	1860
Alfred_P._Stone	Andrieus A. Jones	1862-05-16	Andrew Ewing	June 16	 1864
Alfred_Peck_Edgerton	Andy Barr (American politician)	1973-07-24	Andrew F. Schoeppel	January 21	 1962
Alfred_Rowland	Andy Biggs	1958-11-07	Andrew Gregg	May 20	 1835
Alfred_W._Benson	Andy Harris (politician)	1957-01-25	Andrew Gregg Curtin	October 7	 1894
Alfred_Wells	Andy Ireland	1930-08-23	Andrew H. Ward	April 16	 1904
Alfred_William_Lamb	Andy Kim (politician)	1982-07-12	Andrew Humphreys	June 14	 1904
Algernon_Paddock	Andy Levin	1960-08-10	Andrew J. Hinshaw	January 21	 2016
Alice_Mary_Robertson	Angie Craig	1972-02-14	Andrew J. Houston	June 26	 1941
Allan_B._Magruder	Angus King	1944-03-31	Andrew J. Hunter	January 12	 1913
Allan_B._Walsh	Ann Kirkpatrick	1950-03-24	Andrew J. Kuykendall	May 11	 1891
Allan_Benny	Ann Marie Buerkle	1951-05-08	Andrew J. May	September 6	 1959
Allan_C._Durborow_Jr.	Ann McLane Kuster	1956-09-05	Andrew J. Rogers	May 22	 1900
Allan_Langdon_McDermott	Ann Wagner	1962-09-13	Andrew J. Thayer	April 28	 1873
Allan_O._Hunter	Anna Eshoo	1942-12-13	Andrew Jackson	June 8	 1845
Allan_Turner_Howe	Anne Northup	1948-01-22	Andrew Jackson Barchfeld	January 28	 1922
Allard_H._Gasque	Anning Smith Prall	1870-09-17	Andrew Jackson Caldwell	November 22	 1906
Allard_K._Lowenstein	Ansel T. Walling	1824-01-10	Andrew Jackson Hamilton	April 11	 1875
Allen_Boyd	Anselm J. McLaurin	1848-03-26	Andrew Jackson Montague	January 24	 1937
Allen_D._Candler	Anson Burlingame	1820-11-14	Andrew Jacobs (lawyer)	December 17	 1992
Allen_E._Ertel	Anson G. McCook	1835-10-10	Andrew Jacobs Jr.	?
Allen_Ellender	Anson Morrill	1803-06-10	Andrew James Peters	June 26	 1938
Allen_F._Moore	Anthony A. Fleger	1900-10-21	Andrew Johnson	July 31	 1875
Allen_Ferdinand_Owen	Anthony Beilenson	1932-10-26	Andrew K. Hay	February 7	 1881
Allen_Foster_Cooper	Anthony Brindisi	1978-11-22	Andrew Lawrence Somers	April 6	 1949
Allen_G._Thurman	Anthony Caminetti	1854-07-30	Andrew Moore (politician)	April 14	 1821
Allen_J._Furlow	Anthony Cavalcante	1897-02-06	Andrew Petersen	September 28	 1953
Allen_Potter	Anthony F. Ittner	1837-10-08	Andrew Pickens (congressman)	August 11	 1817
Allen_R._Bushnell	Anthony F. Tauriello	1899-08-14	Andrew Price (politician)	February 5	 1909
Allen_T._Caperton	Anthony G. Brown	1961-11-21	Andrew R. Brodbeck	February 27	 1937
Allen_T._Treadway	Anthony Gonzalez	1984-09-18	Andrew R. Govan	June 27	 1841
Allen_West_(politician)	Anthony J. Griffin	1866-04-01	Andrew Stevenson	January 25	 1857
Allison_White	Anthony Kennedy	1936-07-23	Andrew Stuart (Ohio)	April 30	 1872
Allyson_Schwartz	Anthony L. Knapp	1828-06-14	Andrew T. Judson	March 17	 1853
Alma_Adams	Anthony Michalek	1878-01-16	Andrew Tracy	October 28	 1868
Almon_Heath_Read	Anthony Thornton (representative)	1814-11-09	Andrew Volstead	January 20	 1947
Alney_McLean	Anthony Wayne	1745-01-01	Andrew W. Doig	July 17	 1866
Alonzo_Dillard_Folger	Anthony Weiner	1964-09-04	Andrew W. Loomis	August 24	 1873
Alonzo_J._Edgerton	Anton J. Johnson	1878-10-20	Andrew Williams (congressman)	October 6	 1907
Alonzo_J._Ransier	Antoni Sadlak	1908-06-13	Andrieus A. Jones	December 20	 1927
Alonzo_Nute	Antonio Delgado (politician)	1977-01-28	Angier Goodwin	June 20	 1975
Alpheus_Felch	Antonio M. Fernandez	1902-01-17	Anning Smith Prall	July 23	 1937
Alpheus_S._Williams	Arch A. Moore Jr.	1923-04-16	Ansel T. Walling	June 22	 1896
Alphonse_Roy	Archibald Atkinson	1792-09-15	Anselm J. McLaurin	December 22	 1909
Alphonso_Hart	Archibald C. Hart	1873-02-27	Anson Brown	June 14	 1840
Alphonzo_E._Bell_Jr.	Archibald E. Olpp	1882-05-12	Anson Burlingame	February 23	 1870
Alston_G._Dayton	Archibald Hill Carmichael	1864-06-17	Anson Herrick	February 6	 1868
Alton_Asa_Lennon	Archibald Hunter Arrington Williams	1842-10-22	Anson Morrill	July 4	 1887
Alton_Lennon	Archibald J. Weaver	1843-04-15	Anthony A. Fleger	July 16	 1963
Alton_Waldon	Archibald Lybrand	1840-05-23	Anthony Beilenson	March 5	 2017
Alva_B._Adams	Archibald M. Bliss	1838-01-25	Anthony Caminetti	November 17	 1923
Alva_L._Hager	Archibald T. MacIntyre	1822-10-27	Anthony Cavalcante	October 29	 1966
Alva_M._Lumpkin	Ardolph L. Kline	1858-02-21	Anthony F. Ittner	February 22	 1931
Alvah_A._Clark	Ariosto A. Wiley	1848-11-06	Anthony F. Tauriello	December 21	 1983
Alvah_Crocker	Arlan Stangeland	1930-02-08	Anthony J. Griffin	January 13	 1935
Alvah_Sabin	Arlen Erdahl	1931-02-27	Anthony L. Knapp	May 24	 1881
Alvan_Cullom	Arlen Specter	1930-02-12	Anthony Michalek	December 21	 1916
Alvan_T._Fuller	Armistead Burt	1802-11-13	Anthony Thornton (representative)	September 10	 1904
Alvin_Baldus	Armistead I. Selden Jr.	1921-02-20	Anthony Wayne	December 15	 1796
Alvin_Bush	Armistead T. Mason	1787-08-04	Anton J. Johnson	April 16	 1958
Alvin_Evans	Arnold Naudain	1790-01-06	Antoni Sadlak	October 18	 1969
Alvin_F._Weichel	Arnold Olsen	1916-12-17	Antonio M. Fernandez	November 7	 1956
Alvin_Morell_Bentley	Arsene Pujo	1861-12-16	Arch A. Moore Jr.	January 7	 2015
Alvin_O'Konski	Artemas Hale	1783-10-20	Archibald Atkinson	January 7	 1872
Alvin_Paul_Kitchin	Artemas Ward	1727-11-26	Archibald C. Hart	July 24	 1935
Alvin_Peterson_Hovey	Artemas Ward Jr.	1762-01-09	Archibald Dixon	April 23	 1876
Alvin_Saunders	Arthur A. Link	1914-05-24	Archibald E. Olpp	July 26	 1949
Amasa_Cobb	Arthur B. Rouse	1874-06-20	Archibald Hill Carmichael	July 15	 1947
Amasa_Dana	Arthur Capper	1865-07-14	Archibald Hunter Arrington Williams	September 5	 1895
Amasa_J._Parker	Arthur Daniel Healey	1889-12-29	Archibald J. Weaver	April 18	 1887
Amasa_Learned	Arthur E. Nelson	1892-05-10	Archibald L. Linn	October 10	 1857
Amasa_Norcross	Arthur George Klein	1904-08-08	Archibald Lybrand	February 7	 1910
Amasa_Walker	Arthur Granville Dewalt	1854-10-11	Archibald M. Bliss	March 19	 1923
Amaziah_B._James	Arthur H. Vandenberg	1884-03-22	Archibald S. Clarke	December 4	 1821
Ambrose_Burnside	Arthur I. Boreman	1823-07-24	Archibald Stuart	September 20	 1855
Ambrose_E._B._Stephens	Arthur L. Miller	1892-05-24	Archibald T. MacIntyre	January 1	 1900
Ambrose_H._Sevier	Arthur Laban Bates	1859-06-06	Archie D. Sanders	July 15	 1941
Ambrose_Jerome_Kennedy	Arthur Livermore	1766-07-29	Ardolph L. Kline	October 13	 1930
Ambrose_Kennedy	Arthur P. Gorman	1839-03-11	Ariosto A. Wiley	June 17	 1908
Ambrose_Ranney	Arthur P. Hayne	1788-03-12	Arlan Stangeland	July 2	 2013
Ambrose_S._Murray	Arthur P. Lamneck	1880-03-12	Arlen Specter	October 14	 2012
Ambrose_Spencer	Arthur R. Gould	1857-03-16	Armistead Burt	October 3	 1883
Ambrose_W._Clark	Arthur Ravenel Jr.	1927-03-29	Armistead I. Selden Jr.	November 14	 1985
Americus_V._Rice	Arthur Ringwalt Rupley	1868-11-13	Armistead T. Mason	February 6	 1819
Ami_Bera	Arthur Smith (U.S. Representative)	1785-11-15	Arnold Naudain	January 4	 1872
Amo_Houghton	Arthur V. Watkins	1886-12-18	Arnold Olsen	October 9	 1990
Amos_Clark_Jr.	Arthur W. Aleshire	1900-02-15	Arsene Pujo	December 31	 1939
Amos_Davis	Arthur W. Overmyer	1879-05-31	Artemas Hale	August 3	 1882
Amos_E._Wood	Arthur Wergs Mitchell	1883-12-22	Artemas Ward	October 28	 1800
Amos_Gustine	Artur Davis	1967-10-09	Artemas Ward Jr.	October 7	 1847
Amos_H._Jackson	Asa Adgate	1767-11-17	Arthur A. Link	June 1	 2010
Amos_H._Radcliffe	Asa Biggs	1811-02-04	Arthur B. Jenks	December 14	 1947
Amos_J._Cummings	Asa Fitch (politician)	1765-11-10	Arthur B. Rouse	January 25	 1956
Amos_L._Allen	Asa Grover	1819-02-18	Arthur Capper	December 19	 1951
Amos_Lane	Asa H. Willie	1829-10-11	Arthur Daniel Healey	September 16	 1948
Amos_Myers	Asa Hodges	1822-01-22	Arthur E. Nelson	April 11	 1955
Amos_Nourse	Asa Hutchinson	1950-12-03	Arthur George Klein	February 20	 1968
Amos_P._Granger	Asa Lyon	1763-12-31	Arthur Granville Dewalt	October 26	 1931
Amos_R._Webber	Asa Packer	1805-12-29	Arthur H. Vandenberg	April 18	 1951
Amos_Slaymaker	Asahel Stearns	1774-06-17	Arthur I. Boreman	April 19	 1896
Amos_Townsend	Asbury Francis Lever	1875-01-05	Arthur L. Miller	March 16	 1967
Amos_Tuck	Asbury Latimer	1851-07-31	Arthur Laban Bates	August 26	 1934
Amy_Klobuchar	Ashbel P. Fitch	1848-10-08	Arthur Livermore	July 1	 1853
Ancher_Nelsen	Asher G. Caruth	1844-02-07	Arthur M. Free	April 1	 1953
Ander_Crenshaw	Asher Robbins	1761-10-26	Arthur P. Bagby	September 21	 1858
Anderson_Howell_Walters	Ashley B. Wright	1841-05-25	Arthur P. Gorman	June 4	 1906
Anderson_Mitchell	Ashton C. Shallenberger	1862-12-23	Arthur P. Hayne	January 7	 1867
Andre_Carson	Asle Gronna	1858-12-10	Arthur P. Lamneck	April 23	 1944
Andrea_Seastrand	Athelston Gaston	1838-04-24	Arthur P. Murphy	February 1	 1914
Andrew_Beaumont	Atlee Pomerene	1863-12-06	Arthur R. Gould	July 24	 1946
Andrew_Beirne	Atterson W. Rucker	1847-04-03	Arthur Ringwalt Rupley	October 23	 1920
Andrew_Biemiller	Aubert C. Dunn	1896-11-20	Arthur Smith (U.S. Representative)	March 30	 1853
Andrew_Boden	Auburn Pridemore	1837-06-27	Arthur V. Watkins	September 1	 1973
Andrew_Boone	August H. Andresen	1890-10-11	Arthur W. Aleshire	March 11	 1940
Andrew_Buchanan_(American_politician)	Augustin Reed Humphrey	1859-02-18	Arthur W. Kopp	June 2	 1967
Andrew_Butler	Augustine B. Kelley	1883-07-09	Arthur W. Overmyer	March 8	 1952
Andrew_DeWitt_Bruyn	Augustine Lonergan	1874-05-20	Arthur Wergs Mitchell	May 9	 1968
Andrew_Edmiston_Jr.	Augustus A. Chapman	1805-03-09	Asa Adgate	February 15	 1832
Andrew_Ellison	Augustus Albert Hardenbergh	1830-05-18	Asa Biggs	March 6	 1878
Andrew_Ewing	Augustus Brandegee	1828-07-12	Asa Fitch (politician)	August 24	 1843
Andrew_F._Fox	Augustus C. Dodge	1812-01-02	Asa Grover	July 20	 1887
Andrew_F._Schoeppel	Augustus Drum	1815-11-26	Asa H. Willie	March 16	 1899
Andrew_Grant_Chapman	Augustus Frank	1826-07-17	Asa Hodges	June 6	 1900
Andrew_Gregg	Augustus H. Garland	1832-06-11	Asa Lyon	April 4	 1841
Andrew_Gregg_Curtin	Augustus Hall	1814-04-29	Asa Packer	May 17	 1879
Andrew_H._Hamilton	Augustus Hawkins	1907-08-31	Asahel Stearns	February 5	 1839
Andrew_H._Ward	Augustus Herman Pettibone	1835-01-21	Asbury Francis Lever	April 28	 1940
Andrew_Humphreys	Augustus L. Perrill	1807-01-20	Asbury Latimer	February 20	 1908
Andrew_J._Harlan	Augustus McCloskey	1878-09-23	Ashbel P. Fitch	May 4	 1904
Andrew_J._Hickey	Augustus N. Martin	1847-03-23	Asher G. Caruth	November 25	 1907
Andrew_J._Hinshaw	Augustus O. Bacon	1839-10-20	Asher Robbins	February 25	 1845
Andrew_J._Houston	Augustus O. Stanley	1867-05-21	Ashley B. Wright	August 14	 1897
Andrew_J._Hunter	Augustus Owsley Stanley	1867-05-21	Ashton C. Shallenberger	February 22	 1938
Andrew_J._Kuykendall	Augustus P. Hascall	1800-06-24	Asle Gronna	May 4	 1922
Andrew_J._May	Augustus Peabody Gardner	1865-11-05	Athelston Gaston	September 23	 1907
Andrew_J._Rogers	Augustus Romaldus Wright	1813-06-16	Atlee Pomerene	November 12	 1937
Andrew_J._Thayer	Augustus S. Merrimon	1830-09-15	Atterson W. Rucker	July 19	 1924
Andrew_J._Transue	Augustus S. Porter	1798-01-18	Aubert C. Dunn	January 4	 1987
Andrew_Jackson	Augustus Young (representative)	1784-03-20	Auburn Pridemore	May 17	 1900
Andrew_Jackson_Barchfeld	Austin F. Pike	1819-10-16	August H. Andresen	January 14	 1958
Andrew_Jackson_Caldwell	Austin Murphy	1927-06-17	Augustin Reed Humphrey	December 10	 1937
Andrew_Jackson_Hamilton	Austin Scott (politician)	1969-12-10	Augustine B. Kelley	November 20	 1957
Andrew_Jackson_Kirk	Ayanna Pressley	1974-02-03	Augustine Lonergan	October 18	 1947
Andrew_Jackson_Montague	Aylett Hawes	1768-04-21	Augustus A. Chapman	June 7	 1876
Andrew_Jackson_Ogle	B. Carroll Reece	1889-12-22	Augustus Albert Hardenbergh	October 5	 1889
Andrew_Jacobs_(lawyer)	B. Everett Jordan	1896-09-08	Augustus Brandegee	November 10	 1904
Andrew_Jacobs_Jr.	B. F. Sisk	1910-12-14	Augustus C. Dodge	November 20	 1883
Andrew_James_Peters	B. Frank Murphy	1867-12-24	Augustus Drum	September 15	 1858
Andrew_Johnson	B. Frank Whelchel	1895-12-16	Augustus Frank	April 29	 1895
Andrew_K._Hay	B. Gratz Brown	1826-05-28	Augustus H. Garland	January 26	 1899
Andrew_Kennedy_(American_politician)	Bailey Bartlett	1750-01-29	Augustus Hall	February 1	 1861
Andrew_Kiefer	Bainbridge Wadleigh	1831-01-04	Augustus Hawkins	November 10	 2007
Andrew_King_(representative)	Bannon Goforth Thibodeaux	1812-12-22	Augustus Herman Pettibone	November 26	 1918
Andrew_Lawrence_Somers	Barack Obama	1961-08-04	Augustus L. Perrill	June 2	 1882
Andrew_Maguire	Barbara B. Kennelly	1936-07-10	Augustus McCloskey	July 21	 1950
Andrew_McCord	Barbara Boxer	1940-11-11	Augustus N. Martin	July 11	 1901
Andrew_Moore	Barbara Comstock	1959-06-30	Augustus O. Bacon	February 14	 1914
Andrew_Moore_(politician)	Barbara Cubin	1946-11-30	Augustus O. Stanley	August 12	 1958
Andrew_Oliver_(New_York)	Barbara Jordan	1936-02-21	Augustus Owsley Stanley	August 12	 1958
Andrew_Parker_(politician)	Barbara Lee	1946-07-16	Augustus P. Hascall	June 27	 1872
Andrew_Petersen	Barbara Mikulski	1936-07-20	Augustus Peabody Gardner	January 14	 1918
Andrew_Pickens_(congressman)	Barbara Vucanovich	1921-06-22	Augustus S. Merrimon	November 14	 1892
Andrew_Price_(politician)	Barbara-Rose Collins	1939-04-13	Augustus S. Porter	September 18	 1872
Andrew_R._Brodbeck	Barber Conable	1922-11-02	Augustus W. Bennet	June 5	 1983
Andrew_R._Govan	Barbour Lewis	1818-01-05	Augustus W. Cutler	January 1	 1897
Andrew_S._Fulton	Barclay Henley	1843-03-17	Augustus Young (representative)	June 17	 1857
Andrew_Sloan	Barclay Martin	1802-12-17	Ausburn Birdsall	July 10	 1903
Andrew_Stevenson	Barney Frank	1940-03-31	Austin Blair	August 6	 1894
Andrew_Stewart_(American_politician	_died_1872)	Baron Hill (politician)	1953-06-23	Austin F. Pike	October 8	 1886
Andrew_Stewart_(American_politician	_died_1903)	Barratt O'Hara	1882-04-28	Aylett Hawes	August 31	 1833
Andrew_Stuart_(Ohio)	Barry Goldwater	1909-01-02	Aylett R. Cotton	October 30	 1912
Andrew_T._Judson	Barry Goldwater Jr.	1938-07-15	Azariah Boody	November 18	 1885
Andrew_Tracy	Barry Loudermilk	1963-12-22	B. B. Comer	August 15	 1927
Andrew_Volstead	Bart Gordon	1949-01-24	B. Carroll Reece	March 19	 1961
Andrew_W._Doig	Bart Stupak	1952-02-29	B. Everett Jordan	March 15	 1974
Andrew_W._Loomis	Basil Lee Whitener	1915-05-14	B. F. Sisk	October 25	 1995
Andrew_Williams_(congressman)	Beau Boulter	1942-02-23	B. Frank Murphy	March 6	 1938
Andrew_Young	Bedford Brown	1795-06-06	B. Frank Whelchel	May 11	 1954
Andrieus_A._Jones	Bella Abzug	1920-07-24	B. Gratz Brown	December 13	 1885
Andy_Barr_(American_politician)	Bellamy Storer (politician	 born 1847)	1847-08-28	Bailey Bartlett	September 9	 1830
Andy_Biggs	Beman Gates Dawes	1870-01-14	Bainbridge Wadleigh	January 24	 1891
Andy_Harris_(politician)	Ben C. Eastman	1812-10-24	Ballard Smith	?
Andy_Ireland	Ben Cardin	1943-10-05	Bannon Goforth Thibodeaux	March 5	 1866
Andy_Kim_(politician)	Ben Chandler	1959-09-12	Barbara Jordan	January 17	 1996
Andy_Levin	Ben Cline	1972-02-29	Barbara Vucanovich	June 10	 2013
Angelo_D._Roncallo	Ben Erdreich	1938-12-09	Barber Conable	November 30	 2003
Angie_Craig	Ben F. Caldwell	1848-08-02	Barbour Lewis	July 15	 1893
Angier_Goodwin	Ben F. Jensen	1892-12-16	Barclay Henley	February 15	 1914
Angus_Cameron	Ben H. Guill	1909-09-08	Barclay Martin	November 8	 1890
Angus_King	Ben Johnson (politician)	1858-05-20	Barker Burnell	June 15	 1843
Ann_Kirkpatrick	Ben Jones (American actor and politician)	1941-08-30	Barnabas Bidwell	July 27	 1833
Ann_Marie_Buerkle	Ben M. Williamson	1864-10-16	Barratt O'Hara	August 11	 1969
Ann_McLane_Kuster	Ben McAdams	1974-12-05	Barry Goldwater	May 29	 1998
Ann_Wagner	Ben Nelson	1941-05-17	Basil Lee Whitener	March 20	 1989
Anna_Eshoo	Ben Nighthorse Campbell	1933-04-13	Bedford Brown	December 6	 1870
Anne_Northup	Ben Quayle	1976-11-05	Bella Abzug	March 31	 1998
Anning_Smith_Prall	Ben Ray Lujan	1972-06-07	Bellamy Storer (politician	 born 1847)	November 12	 1922
Ansel_Sterling	Ben Reifel	1906-09-19	Beman Gates Dawes	May 15	 1953
Ansel_T._Walling	Ben Sasse	1972-02-22	Ben C. Eastman	February 2	 1856
Anselm_J._McLaurin	Benigno C. Hernandez	1862-02-13	Ben F. Caldwell	December 29	 1924
Anson_Brown	Benjamin A. Smith II	1916-03-26	Ben F. Jensen	February 5	 1970
Anson_Burlingame	Benjamin Alden Bidlack	1804-09-08	Ben H. Guill	January 15	 1994
Anson_G._McCook	Benjamin B. Blackburn	1927-02-14	Ben Johnson (politician)	June 4	 1950
Anson_Herrick	Benjamin Babock Thurston	1804-06-29	Ben M. Williamson	June 23	 1941
Anson_Morrill	Benjamin Bennet	1764-10-31	Ben Reifel	January 2	 1990
Anthony_A._C._Rogers	Benjamin Bourne	1755-09-09	Benedict Arnold (congressman)	March 3	 1849
Anthony_A._Fleger	Benjamin Butler	1818-11-05	Benigno C. Hernandez	October 18	 1954
Anthony_Beilenson	Benjamin Butterworth	1837-10-22	Benjamin A. Enloe	July 8	 1922
Anthony_Brindisi	Benjamin Dean	1824-08-14	Benjamin A. Smith II	September 26	 1991
Anthony_Caminetti	Benjamin E. Russell	1845-10-05	Benjamin Alden Bidlack	February 6	 1849
Anthony_Cavalcante	Benjamin Edwards (Maryland)	1753-08-12	Benjamin Babock Thurston	May 17	 1886
Anthony_Eickhoff	Benjamin Eggleston	1816-01-03	Benjamin Bennet	October 8	 1840
Anthony_Ellmaker_Roberts	Benjamin F. Funk	1838-10-17	Benjamin Bourne	September 17	 1808
Anthony_F._Ittner	Benjamin F. Grady	1831-10-10	Benjamin Butler	January 11	 1893
Anthony_F._Tauriello	Benjamin F. Harding	1823-01-04	Benjamin Butterworth	January 16	 1898
